Lat,Lon,Total_Crimes,Total_Arrests,ASSAULT,BATTERY,BURGLARY,Damage,Trespass,HOMICIDE,MOTOR VEHICLE THEFT,OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,Summer,Winter,Spring
41.779605286,-87.605914931,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
41.779617125,-87.600437276,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.779623837,-87.594629708,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
41.77962486,-87.601650748,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
41.779631054,-87.596180489,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2
41.779652891,-87.59147265,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.779663301,-87.601653978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.779664007,-87.596183778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.779714416,-87.594632335,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.779715936,-87.600439817,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.779723671,-87.601653292,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41.779731416,-87.602870433,6,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2
41.779735144,-87.600439599,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41.779752833,-87.594631894,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0
41.779762088,-87.601652855,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.779762587,-87.58806901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41.779769321,-87.594635371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.779769955,-87.605916736,7,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2
41.77978132,-87.601656303,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.77978853,-87.59463515,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
41.779789164,-87.605916519,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.779795538,-87.600442577,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.779805237,-87.597238071,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.779808274,-87.602873227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41.779822481,-87.601655835,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.77984169,-87.601655616,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.77984397,-87.602876488,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41.77986262,-87.5946343,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
41.779872827,-87.586450869,15,1,0,7,0,1,0,0,1,0,0,1,0,0,0,0,4,1,4,3,5
41.779886132,-87.599158319,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41.779898852,-87.602875865,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41.779930114,-87.591480454,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
41.7799566,-87.605921959,16,1,2,4,0,1,0,0,1,0,0,2,0,4,0,0,1,0,7,1,3
41.779992175,-87.602878472,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
41.779993159,-87.60044766,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.780006094,-87.604638171,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41.780036279,-87.604637829,18,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,11,0,3,5,0
41.780084938,-87.594639081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41.780114086,-87.591496665,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41.780155491,-87.586451255,9,1,0,3,0,1,0,0,1,0,0,0,1,0,0,0,3,0,2,2,4
41.780211432,-87.597244425,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
41.780226662,-87.596195666,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41.780369412,-87.588967581,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41.780415657,-87.605608794,16,2,1,6,0,4,0,0,1,0,0,1,0,2,0,0,1,0,5,2,6
41.78041724,-87.605425457,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
41.780419705,-87.605381432,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
41.780421287,-87.605198095,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0
41.780423149,-87.605058751,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.780428242,-87.60456373,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.780430614,-87.604505041,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.780437635,-87.603881675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41.780437938,-87.603929334,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41.780438077,-87.603951331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.780439401,-87.603727666,22,3,6,2,0,4,3,0,0,0,0,0,0,1,0,0,3,2,8,6,5
41.780439471,-87.603738665,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41.780439937,-87.603811987,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
41.780440958,-87.603540663,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1
41.780454612,-87.602235272,10,3,1,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2
41.780463711,-87.601509222,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.780516326,-87.596859633,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.780525476,-87.595719279,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.780526088,-87.595814598,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.780527396,-87.595590933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.780542619,-87.594116866,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41.780557398,-87.592576809,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.780561326,-87.59190948,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41.780580821,-87.589830406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41.780581644,-87.58868648,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.78058339,-87.588532471,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.780586406,-87.588151131,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.780607832,-87.586801647,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
