Crosswalk,CurbRamp,NoCurbRamp,NoSidewalk,Obstacle,Other,Signal,SurfaceProblem,lat,lon
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796272,-87.641624
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796276,-87.64157
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.796276,-87.64052
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.796288,-87.64099
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,41.79633,-87.64046
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.79647,-87.642685
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,41.797,-87.64047
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.797134,-87.6429
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,41.797348,-87.6405
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.79749,-87.64291
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.797653,-87.64048
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.797745,-87.65487
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.797764,-87.65488
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.797764,-87.64047
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79784,-87.65492
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.79786,-87.64293
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.797867,-87.65489
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79789,-87.65505
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79789,-87.65489
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.797916,-87.64282
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.797924,-87.64275
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79793,-87.64285
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.797935,-87.64161
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79794,-87.641556
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79794,-87.641655
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,41.79794,-87.640495
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.797947,-87.642715
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79795,-87.64286
0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,41.79795,-87.640495
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.797955,-87.6405
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.797966,-87.6415
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79797,-87.64171
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.797993,-87.64292
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.797993,-87.64271
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.798,-87.641525
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,41.798008,-87.64055
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.798016,-87.64171
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79804,-87.64288
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.798042,-87.64288
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79805,-87.64151
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79805,-87.64272
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.798054,-87.64171
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.798065,-87.64283
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79807,-87.64166
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.798073,-87.64224
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.798077,-87.642746
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.798084,-87.641624
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.798096,-87.641556
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7981,-87.64147
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.798565,-87.65874
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.79858,-87.654915
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.79949,-87.65494
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799545,-87.65493
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79955,-87.655014
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799553,-87.655106
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79958,-87.65491
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799583,-87.65512
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799618,-87.654915
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799633,-87.655136
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799656,-87.64223
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799667,-87.654915
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,41.79967,-87.64234
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79968,-87.65511
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.799683,-87.64248
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7997,-87.65502
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799706,-87.655106
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799717,-87.642914
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.79974,-87.64234
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79974,-87.6428
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.799744,-87.64263
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799747,-87.642876
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799747,-87.6416
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,41.799747,-87.64222
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799755,-87.64165
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79976,-87.64278
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79976,-87.64295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.79976,-87.64225
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.799763,-87.64203
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799763,-87.64171
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,41.79979,-87.64138
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799797,-87.641556
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799797,-87.64175
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799816,-87.64277
0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,41.799824,-87.640724
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.799835,-87.64293
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799835,-87.641754
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799843,-87.64293
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799847,-87.64157
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799854,-87.64157
0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,41.79986,-87.64276
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799873,-87.64174
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,41.799885,-87.64137
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79989,-87.642784
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799892,-87.64285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.7999,-87.642654
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.799904,-87.64209
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.799908,-87.64183
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.799908,-87.64169
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79991,-87.64158
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.79992,-87.64164
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.801548,-87.64291
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80155,-87.642815
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.801556,-87.642975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.80157,-87.642235
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80157,-87.642296
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.801575,-87.64175
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80158,-87.6428
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.801582,-87.64035
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.801586,-87.64078
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.801586,-87.64179
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.80159,-87.64064
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.801594,-87.6417
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.801594,-87.64162
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8016,-87.640594
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8016,-87.641045
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.801617,-87.64094
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80162,-87.6428
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80163,-87.64299
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80164,-87.64179
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.801697,-87.64281
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.801704,-87.64179
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.801712,-87.64283
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.801712,-87.6429
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.80175,-87.643005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.801853,-87.64303
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.80197,-87.643036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.802067,-87.643036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.80213,-87.643036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.802177,-87.64284
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.802425,-87.64305
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.802498,-87.64304
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.802532,-87.64304
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80258,-87.643036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.802677,-87.64284
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.802704,-87.64303
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.802948,-87.64304
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.802975,-87.642876
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.80305,-87.64306
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.803127,-87.64285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.803177,-87.64306
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.803284,-87.64286
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.803394,-87.64307
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.803432,-87.64306
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.803486,-87.64304
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.803543,-87.64286
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.803795,-87.643074
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,41.803864,-87.64288
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.803944,-87.64289
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80424,-87.645515
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80424,-87.64533
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.804256,-87.64562
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80426,-87.6453
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.80426,-87.642914
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.804264,-87.64553
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.804283,-87.64539
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.804287,-87.64308
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.804314,-87.6453
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80432,-87.64553
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,41.80435,-87.64575
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80436,-87.64551
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.804375,-87.64532
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80438,-87.64541
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.804382,-87.643074
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.804382,-87.64548
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,41.80486,-87.64293
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,41.804882,-87.643074
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,41.805004,-87.64307
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.80501,-87.64292
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.80509,-87.64311
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.805122,-87.642944
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80521,-87.643105
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.805233,-87.64293
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.805252,-87.64311
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.805264,-87.64296
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80534,-87.64309
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80534,-87.64301
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80534,-87.64295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.805374,-87.641624
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,41.805386,-87.64071
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.80558,-87.64533
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.805725,-87.64533
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.805782,-87.64556
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.805885,-87.645355
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.806023,-87.64556
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.806084,-87.64535
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.806137,-87.64533
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.806183,-87.645355
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80621,-87.64538
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80708,-87.640724
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80713,-87.64073
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80719,-87.64073
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.807228,-87.64068
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.807877,-87.64561
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80788,-87.645424
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.807884,-87.645515
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8079,-87.64563
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.807907,-87.645386
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.807953,-87.64564
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80797,-87.64539
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.807987,-87.640755
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.808002,-87.64551
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.808006,-87.6454
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.808014,-87.64564
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.808025,-87.64543
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.80803,-87.64561
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.808037,-87.64075
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.808094,-87.64075
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.808414,-87.64074
