Crosswalk,CurbRamp,NoCurbRamp,NoSidewalk,Obstacle,Other,Signal,SurfaceProblem,lat,lon
0,2,0,0,0,0,0,0,41.47086,-87.68643
1,0,0,0,0,0,0,0,41.470875,-87.68641
0,1,0,0,0,0,0,0,41.470905,-87.67854
0,1,0,0,0,0,0,0,41.47094,-87.68639
0,1,0,0,0,0,0,0,41.47096,-87.67846
0,2,0,0,0,0,0,0,41.47099,-87.68671
0,0,2,0,0,0,0,0,41.47108,-87.68768
0,1,0,0,0,0,0,0,41.471172,-87.68363
0,1,0,0,0,0,0,0,41.471348,-87.67908
0,1,0,0,0,0,0,0,41.471416,-87.679
0,1,0,0,0,0,0,0,41.4715,-87.6791
0,0,0,0,0,0,0,2,41.471878,-87.68155
0,0,0,0,0,0,0,2,41.47193,-87.678375
0,2,0,0,0,0,0,0,41.47194,-87.683266
0,0,0,0,0,0,0,2,41.47195,-87.68131
2,0,0,0,0,0,0,0,41.47196,-87.683365
0,1,0,0,0,0,0,0,41.472023,-87.683426
0,1,0,0,0,0,0,0,41.472034,-87.683304
0,0,0,0,5,0,0,0,41.47204,-87.68362
3,0,0,0,0,0,0,0,41.47204,-87.683464
0,1,0,0,0,0,0,0,41.47204,-87.68322
0,2,0,0,0,0,0,0,41.472065,-87.683395
3,0,0,0,0,0,0,0,41.47207,-87.68333
0,0,0,0,0,0,0,2,41.47207,-87.68373
0,0,0,0,5,0,0,0,41.47208,-87.67787
0,0,0,0,0,0,0,2,41.472095,-87.68835
0,2,0,0,0,0,0,0,41.4721,-87.68954
0,0,0,0,3,0,0,0,41.472126,-87.677765
0,0,0,0,5,0,0,0,41.472168,-87.684105
0,1,0,0,0,0,0,0,41.472248,-87.69252
0,0,0,0,0,0,0,2,41.47227,-87.68093
0,0,0,0,0,0,0,2,41.4724,-87.69108
0,1,0,0,0,0,0,0,41.472404,-87.68447
0,0,0,0,0,0,0,4,41.472416,-87.68936
